Anneal time,QPU time,Chain strength,Total reads,Chain break fraction,Lowest energy,Total entropy,Overlaps,Duplicates
10.0,128740.0,25,500,0.0013020833333333333,-565.5342919622776,158.4369617975463
20.0,133740.0,25,500,0.0013020833333333333,-561.8558156119414,142.3830335450441
30.0,138740.0,25,500,0.0026041666666666665,-562.9875321093135,152.7477657438278
40.0,143740.0,25,500,0.0,-556.5858708727495,146.4167465324933
50.0,148740.0,25,500,0.0,-586.744165857726,158.77721968688903
60.0,153740.0,25,500,0.0,-592.8828942209144,143.8267896337948
70.0,158740.0,25,500,0.0,-580.3703118361674,148.35112235009754
80.0,163740.0,25,500,0.0026041666666666665,-576.395767789216,152.1586415109995
90.0,168740.0,25,500,0.0,-595.6662342821802,148.0117333300417
100.0,173740.0,25,500,0.0026041666666666665,-570.2216847345669,150.25424956132503
110.0,178740.0,25,500,0.0,-585.0835941230804,155.51546370726962
120.0,183740.0,25,500,0.0013020833333333333,-567.388105367448,139.88419730604883
130.0,188740.0,25,500,0.0,-604.638456473822,157.23743566227168
140.0,193740.0,25,500,0.0013020833333333333,-602.7955645192267,155.92735168281874
150.0,198740.0,25,500,0.0026041666666666665,-574.3660153303385,147.25230308145564
160.0,203740.0,25,500,0.0013020833333333333,-571.7358279282845,153.73042082880525
170.0,208740.0,25,500,0.0,-588.2722597808787,152.9137676614458
180.0,213740.0,25,500,0.0013020833333333333,-618.4624566140249,158.5171195389089
190.0,218740.0,25,500,0.00390625,-554.2075063823455,145.11058657573093
200.0,223740.0,25,500,0.0013020833333333333,-606.177897804402,159.04668475559836
210.0,228740.0,25,500,0.0,-600.3220418983548,144.71540400909157
220.0,233740.0,25,500,0.0013020833333333333,-573.4113411550771,157.35362109968005
230.0,238740.0,25,500,0.0,-568.7084658912122,144.68481478107367
240.0,243740.0,25,500,0.0013020833333333333,-601.3894613960007,158.02237652088462
250.0,248740.0,25,500,0.0026041666666666665,-601.1883048934868,148.48166405070248
260.0,253740.0,25,500,0.0,-570.3044162580518,136.8890655899407
270.0,258740.0,25,500,0.0,-588.9833993664245,155.43194080882412
280.0,263740.0,25,500,0.0026041666666666665,-585.403840595154,159.43468726634674
290.0,268740.0,25,500,0.0026041666666666665,-613.9911439813095,153.84563279205753
300.0,273740.0,25,500,0.0026041666666666665,-596.1088163757983,160.7922089238358
10.0,128740.0,25,500,0.0013020833333333333,-557.2853275612396,146.92574374773682
20.0,133740.0,25,500,0.0026041666666666665,-561.8268033339256,135.16953693795924
30.0,138740.0,25,500,0.0013020833333333333,-563.8970915149062,143.13846913412516
40.0,143740.0,25,500,0.0013020833333333333,-570.9164197166621,151.26662529189616
50.0,148740.0,25,500,0.0,-594.2500552730261,152.30355883872502
60.0,153740.0,25,500,0.0,-584.5545841679328,147.5263068061201
70.0,158740.0,25,500,0.0,-566.380808917506,148.08632658148207
80.0,163740.0,25,500,0.0,-592.5098940707929,141.42646326547535
90.0,168740.0,25,500,0.0026041666666666665,-578.4532392119482,143.10846091178095
100.0,173740.0,25,500,0.0013020833333333333,-558.9280925770377,140.43451438774105
110.0,178740.0,25,500,0.0013020833333333333,-585.7134274326075,156.6871519511855
120.0,183740.0,25,500,0.0,-586.2360024589935,151.4673944447834
130.0,188740.0,25,500,0.0013020833333333333,-605.2664589966256,157.41966440949943
140.0,193740.0,25,500,0.0,-576.6391633191032,135.63468223323093
150.0,198740.0,25,500,0.0,-591.647062843274,152.65096015033356
160.0,203740.0,25,500,0.0013020833333333333,-579.2681085919439,151.80317412628372
170.0,208740.0,25,500,0.0013020833333333333,-590.3199446213097,154.30267689440177
180.0,213740.0,25,500,0.0013020833333333333,-566.2860697017038,152.38466804693428
190.0,218740.0,25,500,0.0,-620.4212612664177,145.47052536536796
200.0,223740.0,25,500,0.0013020833333333333,-587.5048069163671,147.26591832077656
210.0,228740.0,25,500,0.0,-569.7079215313088,148.96332106111583
220.0,233740.0,25,500,0.0026041666666666665,-572.9297559467328,155.5930831262729
230.0,238740.0,25,500,0.0026041666666666665,-599.067381879837,144.59907414875204
240.0,243740.0,25,500,0.0013020833333333333,-569.3355149885542,145.96863742926556
250.0,248740.0,25,500,0.0013020833333333333,-572.990333804656,150.9825938077084
260.0,253740.0,25,500,0.0,-586.8606675443973,146.59306094630313
